|117578|||"Przedsiębiorstwo Handlowo-Usługowe|"-Kanalizacyjna"" Krzysztof Naspińs|ul. Fabryczna 25||PL|11-041|Dobre Miasto|C|||
|117579|||PBH ROKAM||ul.Chemiczna 30a||PL|26-670|Pionki|C|721050490||
|117580|||MARKDOM Handel Budownictwo|Rospara Marek|ul.Ks.Madei 8||PL|41-819|Zabrze|C|||
|117581|||Hoop Polska Sp. z o.o||ul.Wschodnia 5||PL|99-300|Kutno|C|695191638||
|117582|||Gmina Kościan||ul.Młyńska 15||PL|64-000|Kościan|C|||
|117583|||Przedsiębiorstwo Gospodarki Komunal||ul. Gorzowska 15||PL|66-500|Strzelce Kraj|C|||
|117584|||THOMAS Spółka Jawna|Thomas Sztejnwald|ul.Pszczyńska 237||PL|44-100|Gliwice|C|||
|117585|||Projekt Białystok - Marcin Harasimo||Czaplino 11B||PL|16-070|Choroszcz|C|853070027||
|117586|||Towimor SA||ul.Starotoruńska 5||PL|87-100|Toruń|C|606910031||
|117587|||Roto-Tech Sp. z o.o||ul.Okulickiego 7/9||PL|05-500|Piaseczno|C|728436620||
|117588|||Firma Robót Drogowych Krzysztof Kuk||Kijewo 36B||PL|63-000|Środa Wlkp.|C|||
|117589|||GRUPA WOLFF Spółka z ograniczoną||||PL|31-354|Kraków|C|||
|117590|||PROSAN Sp. z o.o.||ul. Lipska 44||PL|22-400|Zamość|C|885-389-944||
|117591|||WAKO Spółka z ograniczoną odpowiedz|ul. Przyniczyńskiego 11/2|||PL|44-100|Gliwice|C|608430732||
|117592|||HYDRO-WENT S.C||ul.Folwarczna 62||PL|97-300|Piotrków Tryb.|C|447326353||
|117593|||EKODOMAR||ul.Batorego 18||PL|77-300|Człuchów|C|0592694625||
|117594|||PHU KAM Romuald Sierocki||ul.Pszeniczna 22||PL|17-200|Hajnówka|C|662002959||
|117595|||Polamp Sp. z o.o||ul.Suwalska 82B||PL|19-300|Ełk|C|874440436||
|117596|||PHU STOKTRANS Krzysztof Stokowiec||ul. ks. Piotra Ściegiennego 11/6||PL|70-354|Szczecin|C|602-451-079||
|117597|||KTK-TECH Sp. z o.o. Sp.k.||ul. Odlewnicza 7||PL|03-231|Warszawa|C|||
|117598|||Artma|Artur Fornalski Maciej Niklewski Sp|ul.Lubelska 30||PL|10-407|Olsztyn|C|||
|117599|||Lesznowolskie Przedsiębiorstwo Komu||ul. Poprzeczna 50||PL|05-506|Lesznowola|C|22-757-94-32||
|117600|||IT HELP Tomasz Miernicki||Powstania Styczniowego 7c 27||PL|80-288|Gdańsk|C|||
|117601|||FUUTONLAB-Robert Guniewski||ul.Leopolda Staffa 15||PL|81-198|Kosakowo|C|534444808||
|117602|||Gmina Zakrzewo||ul. Kujańska 5||PL|77-424|Zakrzewo|C|67-263-01-60||
|117603|||INWESTECH||ul.Budowlanych 27||PL|80-298|Gdańsk|C|736659222||
|117604|||"Gospodarstwo Rolne ""Delta-Agro""||ul. Główna 35||PL|82-213|Miłoradz|C|||
|117605|||Spółdzielnia Produkcji Spożywczej S||ul. Łukasińskiego 110||PL|71-215|Szczecin|C|||
|117606|||Eurobeton Sp. z o.o.||ul. Główna 142||PL|97-410|Kleszczów|C|607-622-395||
|117607|||Framar s.c. Piotr Trusz Dominik Jur||ul. Przemysłowa 9a||PL|14-100|Ostróda|C|531-700-762||
|117608|||MONDI ŚWIECIE S.A||ul.Bydgoska 1||PL|86-100|Świecie|C|662159617||
|117609|||Art.Instalacyjno-Sanitarne i Przemy|Bolesta Sp.Jawna|ul.Sochaczewska 2||PL|05-870|Błonie|C|227252629||
|117610|||"""RONDO"" Andrzej Jan Rogulski"||ul. Warszawska 87a||PL|26-600|Radom|C|48-333-18-00||
|117611|||CMC-INSTALACJE Jarosław Chrząstowsk||ul.Własna 11||PL|05-074|Halinów|C|||
|117612|||FAST TRADE Łukasz Młudzik||ul.Bielska 67||PL|09-400|Płock|C|608656918||
|117613|||AQUA-INSTAL|P.MAZUREK K.OLESZKIEWICZ SPÓŁKA JAW|ul.Ziemowita 12||PL|14-200|IŁAWA|C|||
|117614|||TechSafety First Maciej Kosiorek||Maróz 10/1||PL|11-015|Olsztynek|C|||
|117615|||KalCargo||ul.Główna 1||PL|83-200|Starogard Gdański|C|601588885||
|117616|||Przedsiębiorstwo Remontowo Mechanic||||PL|32-590|Libiąż|C|||
|117617|||SANET J.A Szostak Sp.J.||ul.Opata Hackiego 12||PL|81-213|Gdynia|C|603979345||
|117618|||Milanex-Artin||ul.Grudowska 12/7||PL|05-822|Milanówek|C|602257124||
|117619|||P.H.U. BUDMAX||Dąbrówki 426 a||PL|37-100|Łańcut|C|||
|117620|||Komunalne Przedsiębiorstwo Wielobra|Gogolin Sp. z o.o.|Ul.Ligonia 15||PL|47-320|Gogolin|C|||
|117621|||PGNiG TERMIKA||ul.Modlińska 15||PL|03-216|Warszawa|C|519035610||
|117622|||Przedsiębiorstwo Inżynierii Sanitar|"""Energas"" s.c"|||PL|07-410|Ostrołęka|C|||
|117623|||Gmina Białaczów||ul.Piotrkowska 12||PL|26-307|Białaczów|C|447581414||
|117624|||Przedsiębiorstwo Komunalne Gminy Ra||ul.Dworska 67 , Skoło||PL|37-550|Radymno|C|||
|117625|||Gmina Oleśnica||ul. Nadstawie 1||PL|28-220|Oleśnica|C|413774036||
|117626|||Zakład Gospodarki Komunalnej w|Jezierzycach Sp. z o.o.|Jezierzyce, Kolejowa 5||PL|76-200|Słupsk|C|||
|117627|||Uniserv - Piecbud Sp. z o.o.||ul. Ks. Mjr. K. Woźniaka 7a||PL|40-337|Katowice|C|||
|117628|||Firma Handlowa Janex S.C.||ul. M.Skłodowskiej-Curie 91||PL|59-301|Lubin|C|697367370||
|117629|||"Zakład Przetwórstwa Mleka ""Mlecz"||ul. Żeromskiego 16||PL|64-200|Wolsztyn|C|KRZYSZTOF SOBIES||
|117630|||ZAMAK MERCATOR Sp. z o.o||ul.Piłsudskiego 63||PL|32-050|Skawina|C|664772811||
|117631|||Eko-Instal Sp. z o.o.||ul. Lniana 11||PL|75-213|Koszalin|C|||
|117632|||Spółdzielczy Zakład Usługowy w Przy||ul. Turkowska 7||PL|62-731|Przykona|C|||
|117633|||INWEST BUD Artur Stępień||ul. Spornego 5||PL|87-730|Nieszawa|C|||
|117634|||Gminna Spółka Komunalna Spółka z o.||ul. Rolnicza 39||PL|33-140|Lisia Góra|C|0146784102||
|117635|||K-Bausysteme Sp. z o.o.||Al. Powstańców Wlkp. 6||PL|63-700|Krotoszyn|C|||
|117636|||Spółdzielnia Socjalna Studnie||Kaława 68||PL|66-300|Międzyrzecz|C|788350551||
|117637|||Gmina Dobromierz||Plac Wolności 24||PL|58-170|Dobromierz|C|||
|117638|||Kaliska Spółdzielcza Grupa Producen||ul. Budowlanych 2||PL|62-800|Kalisz|C|605890153||
|117639|||Zakłady Tłuszczowe|KRUSZWICA S.A.|ul.Niepodległości 42||PL|88-150|Kruszwica|C|723-731-552||
|117640|||BMB Santech Sp. z o.o.s.k.||ul.Równa 19||PL|80-067|Gdańsk|C|||
|117641|||Invest-Tech Sp.z o.o.||ul. Płaska 32-34||PL|87-100|Toruń|C|||
|117642|||PW VERTOM Tomasz Chromow||ul. Wałbrzyska 18A||PL|58-160|Świebodzice|C|74/8542963||
|117643|||GAZOGAZ-Michał Woźniak||ul. J.Cygana 4||PL|45-131|Opole|C|883713130||
|117644|||MWN TRADE Michał Nizel Sp. K.||ul. Mieszka I 31||PL|71-011|Szczecin|C|||
|117645|||Gmina Sobótka||ul.Rynek 1||PL|55-050|Sobótka|C|713162043||
|117646|||RAFSTAL Sp. z o.o.||ul.Wyszyńskiego 85||PL|41-940|Piekary Śląskie|C|||
|117647|||"P.W. ""WoKanCo"""||ul. Broniewskiego 7||PL|87-800|Włocławek|C|||
|117648|||PPUHT Jachobi||ul. Niepodległości 70||PL|72-300|Gryfice|C|||
|117649|||EKOLOG Sp. z o.o.||ul.Wapienna 36||PL|64-920|Piła|C|67 214-21-01||
|117650|||PPU DELTA S.C.||os. Warniki 27A||PL|66-470|Kostrzyn nad Odrą|C|505056234||
|117651|||TRASKO-INWEST Sp.z o.o.||Al.Wolności 13||PL|63-500|Ostrzeszów|C|627322000||
|117652|||Alarm-Serwis||ul.Górska 144||PL|43-300|Bielsko-Biała|C|668378648||
|117653|||TAKO AMK Kopczyński Arkadiusz Macie||Ul.Pełczyńska 8||PL|51-180|Wrocław|C|||
|117654|||HYPMAR Hypta Mariusz||Modlęcin 31||PL|58-150|Strzegom|C|||
|117655|||Wojskowe Zakłady Lotnicze Nr 1 S.A.||ul. Dubois 119||PL|93-465|Łódź|C|426815560||
|117656|||P.H.U KLON S.C.|T.Jureczko, G.Jureczko|ul.Zarankiewicza 20/26||PL|42-200|Częstochowa|C|505092585||
|117657|||GIERA INŻYNIERIA ŚRODOWISKA|Mateusz Giera|ul.Szeroka 2||PL|64-100|Leszno|C|515501976||
|117658|||Zakład Wodociągów i Kanalizacji|Gminy Złotów Spółka z o.o.|ul. Leśna 7||PL|77-400|Złotów|C|TEL/FAX 67 265||
|117659|||Per Aarsleff Polska Sp. z o. o.||ul. Królowej Marysieńki 20/2||PL|02-952|Warszawa|C|+ 48 22 6516972||
|117660|||AIRLAB Leszek Madej||ul. Makowskiego 1||PL|02-784|Warszawa|C|570557099||
|117661|||Remontowa Shipbuilding S.A.||ul. Swojska 8||PL|80-958|Gdańsk|C|583096652||
|117662|||Górnicze Przedsiębiorstwo Robót Spe|Hydrokop|ul. Oświęcimska 73||PL|32-500|Chrzanów|C|||
|117663|||Phoenix Poland Sp. z o.o. Sp.k.||Lutniana 14||PL|71-425|Szczecin|C|662120112||
|117664|||K2 POMPY S.C.||ul. Dusznicka 14a||PL|43-300|Bielsko-Biała|C|33-444-67-59||
|117665|||Pneumat System Sp. z o.o.||ul. Obornicka 160||PL|51-114|Wrocław|C|713257298||
|117666|||FIRMA PPHU MBZ PRO SYSTEM BARBARA K||ul. Agrestowa 27||PL|61-307|Poznań|C|||
|117667|test||SZPEC Tomasz Abucki, Krzysztof Zare|Dariusz Zduleczny Spółka Cywilna|ul. Wspólna 3||PL|43-190|Mikołów|R|790-40-60-60||
|117668|||Miejski Zaklad Wodociągów i Kanaliz||ul. Zagórowska 26||PL|62-400|Słupca|C|601503913||
|117669|||Gmina Baranów||ul. Rynek 14||PL|24-105|Baranów|C|||
|117670|||TAURON Wydobycie S.A.||ul.Grunwaldzka 37||PL|43-600|Jaworzno|C|||
|117671|||KAMEX PLUS Elżbieta Ewa Kutera||ul.Sielska 29, Siedli||PL|05-500|Piaseczno|C|227504234||
|117691|||Iławskie Przedsiebiorstwo Instalacy||ul.Usługowa 8||PL|14-200|Iława|C|504296703||
|117692|||BUDOSERWIS Z.U.H. sp. z o.o.||ul.Kościuszki 31||PL|41-500|Chorzów|C|||
|117694|||Realbud Spółka z o.o.||ul. Fabryczna 6a||PL|85-741|Bydgoszcz|C|||
|117695|||Instal Warszawa SA||ul.Siennicka 29||PL|04-394|Warszawa|C|226204828||
|117696|||P.I.B.Budecon S.A.||Braci Miroszewskich 126 B||PL|41-219|Sosnowiec|C|||
|117697|||Zakład Instalacji Sanitarnych|"Robót Inżynieryjnych""SANEL"" Sp.z|ul. 11 Listopada 36||PL|41-705|Ruda Śląska|C|32 342-40-90||
|117698|||Grupa Żywiec SA||ul.Browarna 88||PL|34-300|Żywiec|C|||
|117700|||TECO Spółka z o.o.||ul. Mydlana 1||PL|51-502|Wrocław|C|71/ 78 47 087||
|117701|||Lotos Serwis Sp. z o.o.||ul. Elbląska 135||PL|80-718|Gdańsk|C|||
|117702|||PRZEDSIĘBIORSTWO INŻYNIERII LĄDOWEJ||ul. Ks. Ściegiennego 2c||PL|17-300|Siemiatycze|C|||
|117703|||Dr.Oetker Dekor||ul.Ciechomicka 15||PL|09-401|Płock|C|||
|117704|||ZPUH METALNAFT Sp. z o.o.||ul.Łukasiewicza 93||PL|38-400|Krosno|C|||
|117705|||KAN-REM Sp. z o.o.||ul. Szczecińska 5F||PL|54-517|Wrocław|C|(71) 353-85-36||
|117706|||SPIE AGIS Fire and Security Sp. z||ul.Palisadowa 20/22||PL|01-940|Warszawa|C|668224861||
|117708|||Elpobud||Zawada 26||PL|28-230|Połaniec|C|||
|117709|||PTHU Hydro-Marko Maria Pluta||ul. Wojska Polskiego 139||PL|63-200|Jarocin|C|||
|117710|||CONTROL pROCESS S.A.||ul.Skrzyszowska 6||PL|33-100|Tarnów|C|||
|117711|||PONER Spółka z o.o.||Mianowice 3A||PL|63-600|Kępno|C|||
|117712|||PEKUM|ul.Lubelska 37|||PL|10-408|Olsztyn|C|||
|117713|||Zakład Energetyczny ZEN Sp.z o.o.||ul.Roździeńskiego 5||PL|41-308|Dąbrowa Górnicza|C|(32)7204215||
|117715|||GruntBudowa s.c.||ul. Mickiewicza 10||PL|32-050|Skawina|C|||
|117716|||"Przedsiębiorstwo Budowlani-Handlow|Spółka jawna M.Adamczyk ,J.Adamczyk|ul.Kościuszki 68||PL|28-200|Staszów|C|||
|117717|||ABT||ul.Bór 139||PL|42-202|Częstochowa|C|||
|117718|||Zakład Wodociagów i Kanalizacji||ul. Nad Groblą 2||PL|86-200|Chełmno|C|||
|117719|||IDS-BUD Sp. z o.o.||ul. Grzybowska 87||PL|00-844|Warszawa|C|+4822 570 31 31||
|117722|||PHHP i AP EMET-IMPAX Sp. z o.o.||ul.Centralna 51||PL|31-580|Kraków|C|||
|117724|||Mostostal Kraków S.A.||ul. Mrozowa 5||PL|31-752|Kraków|C|||
|117725|||Przed.Inżynieryjno-Budowlane|PrzemGri|ul.Przemysłowa 3||PL|10-418|Olsztyn|C|||
|117726|||KLIMPAR Paweł Krok|Ryszard Szołtysek Spółka Jawna|ul. Przestrzenna 29/7||PL|50-533|Wrocław|C|||
|117727|||PUR Aqua System||ul.Poezji 19||PL|04-994|Warszawa|C|||
|117728|||eTermo-Inwest M.Kurkiewicz-Klęk|P.Pruszyński, G.Kllęk Spółka Jawna|ul. Bojkowska 37||PL|44-101|Gliwice|C|||
|117729|||KANWOD Wiesław Tarczyński||Węglew 218||PL|62-590|Golina|C|||
|117730|||Firma Behrendt- Grupa SBS||ul.Batalionów Chłopskich 24||PL|87-300|Brodnica|C|||
|117731|||STALVED Sp. z o.o.||Iwicka 38/5||PL|00-735|Warszawa|C|22/ 622 62 26||
|117732|||P.P.H.U Elektropaks||Kol. Łuszczów 95||PL|21-010|Łęczna|C|||
|117733|||ZARMEN Sp. z o.o.||ul. Powstańców Śl. 1||PL|47-330|Zdzieszowice|C|||
|117734|||ERBUD S.A.||ul.Klimczaka 1||PL|02-797|Warszawa|C|||
|117737|||Energopol-TP ELBUD S.A.||ul. Siemianowicka 5a||PL|40-301|Katowice|C|0322599675||
|117739|||Daas Polska Sp. z o.o.||ul. Specerowa 49||PL|80-330|Gdańsk|C|507179783||
|117741|||Przedsiębiorstwo Instalacji Sanitar|INSBUD Sp. z o.o.|Ul. Przemysłowa 27||PL|33-100|Tarnów|C|||
|117743|||Best-Bud S.C.||Giżynek 5||PL|73-110|Stargard Szczeciński|C|601311200||
|117744|||Petro Mechanika S.A.||ul. Witolda Zglenickiego 44A||PL|09-411|Płock|C|0243654288||
|117745|||Alpine-Energia Polska Sp. z o.o.||ul. Gdyńska 25||PL|58-100|Świdnica|C|746409712||
|117746|||Przedsiębiorstwo Budowlano-|Usługowe HEMA|ul. Olszewskiego 6||PL|25-663|Kielce|C|||
|117748|||Przedsziębiorstwo Projektowo-Inżyni||ul.Rybna 16||PL|82-300|Elbląg|C|||
|117749|||Ahorst Sp z.o.o||ul.Bartosza 7||PL|05-822|Milanówek|C|||
|117750|||Sanitex Sp. z o.o.||Tryńcza 120||PL|37-204|Tryńcza|C|||
|117751|||PHU Stanieczko Henryk Stanieczko||ul.Fabryczna 11||PL|43-100|Tychy|C|||
|117752|||Mrozek Sp. z o.o.||ul. 26 marca 2g||PL|44-300|Wodzisław Śląski|C|32 455-57-18||
|117753|||Mercury Engineering Polska||ul.Rzymowskiego 53||PL|02-697|Warszawa|C|||
|117754|||Termotech Sp. J. J.Czopar, R.Kosiba|j.Wojtas|ul. Dukielska 83||PL|38-300|Gorlice|C|018 354-99-55||
|117755|||KONED Sp. z o.o.||ul. Łęgska 3a||PL|87-800|Włocławek|C|(0-54) 413-72-27||
|117756|||ZAKŁAD REMONTOWO-BUDOWLANY|"""ADMA"" MARIAN ADAMCZYK"|ul.Kościuszki 68||PL|28-200|Staszów|C|||
|117757|||MZWIK SP. Z O.O. W MYŚLENICACH||ul. PIŁSUDSKIEGO 47||PL|32-400|MYŚLENICE|C|||
|117758|||BUSKOPOL S.A.||ul. Kilińskiego 41||PL|28-100|Busko-Zdrój|C|||
|117759|||Przedsiębiostwo Remontowo-Produkcyj|"""ZK-REM"" Sp. z o.o."|||PL|47-330|Zdzieszowice|C|774841772||
|117760|||Dur-Fan Przedsiębiorstwo Inżynieryj||ul. Górecka 65a||PL|54-060|Wrocław|C|||
|117762|||Park-M Sp. z o.o.||ul. Piaski 12||PL|33-340|Stary Sącz|C|18 449-00-00||
|117763|||Jerzy Kosiński||||PL|91-505||C|||
|117764|||ZMRiA JUREX||ul.Okrężna 32b||PL|05-502|Piaseczno|C|||
|117765|||HAP Armatura Sp. z o.o. Grupa SBS||ul. L. Herc 10||PL|20-328|Lublin|C|||
|117766|||"""DEMETRIX"" Sp. z o.o. Sp. K"||ul. 1-go Maja||PL|41-940|Piekary Śląskie|C|||
|117767|||Inżynieria Sanitarna Inter Przem Sp||ul. Gdańska 163||PL|85-915|Bydgoszcz|C|||
|117769|||Elkom Sp.z.o.o||ul.Orzechowa 2||PL|26-600|Radom|C|||
|117770|||FAB Sp. z o.o. Sp. k.||Zakręt, ul. Trakt Brzeski 27||PL|05-077|Warszawa-Wesoła|C|509-755-422||
|117771|||PI UNIMAX Sp. z o.o.||ul. Okrzei 35||PL|25-526|Kielce|C|||
|117772|||EWPOL Automatyka Przemysłowa|Paweł,Ewa Weretko Sp. z o.o|ul. H.Balzaka 89||PL|52-437|Wrocław|C|||
|117773|||AUREX LPG||ul.T.Kościuszki 8||PL|05-090|Raszyn|C|||
|117774|||Synthos S.A.||ul. Chemików 1||PL|32-600|Oświęcim|C|03384418212||
|117777|||HADES||ul.. Ks.I.Skorupki 43/43a||PL|05-091|Ząbki|C|||
|117778|||NDI S.A.||Powstańców Warszawskich 19||PL|81-718|Sopot|C|||
|117779|||EBRO ARMATUREN GmbH||ul. Bajana 3||PL|01-904|Warszawa|C|||
|117780|||Fluor S.A.||ul. Prymasa Stefana Wyszyńskiego 11||PL|44-101|Gliwice|C|322391943||
|117781|||SENTIMA Projektowanie Realizacja Na||ul.Wielkopolska 8||PL|15-546|Białystok|C|857433207||
|117782|||INSTALBUD Sp. z o.o.||ul.Boya-Żeleńskiego 6a||PL|35-105|Rzeszów|C|||
|117783|||Irma Sp. z o.o.||ul. Transportowa 1||PL|70-715|Szczecin|C|914535674||
|117784|||INSTALACJE SYLWESTER KOCIK|Spółka Komandytowa|ul.Pułaskiego 56||PL|33-100|Tarnów|C|||
|117786|||HYDROSOLAR Sp.zo.o. S.K.||ul. Sokołowska 15 Janki||PL|05-090|Raszyn k/Warszawy|C|022-720-50-51||
|117787|||Grupa PSB||ul.Bieżuńska 1a||PL|03-578|Warszawa|C|||
|117788|||Sanbud Sp. z o.o.||ul. Stalowa 4||PL|10-420|Olsztyn|C|||
|117789|||KKM Polska s.c.||ul.Wojska Polskiego 107||PL|97-400|Bełchatów|C|698760160||
|117791|||Wodmiar Sp. J. Wiśniewscy|ul.Lubelska 44C|||PL|10-409|Olsztyn|C|723-170-300||
|117793|||Savi Sp. z o.o.|ul. Wołowska 2|||PL|55-120|Oborniki Śląskie|C|||
|117794|||Linter Group S.A.|Biuro Warszawa|ul.Klasyków 10||PL|03-115|Warszawa|C|||
|117795|||HYDRO-MARKO Sp z.o.o.||ul.Wojska Polskiego 139||PL|63-200|Jarocin|C|||
|117796|||FourEco M.Starczynowska Sp.j.||ul.Wolnego 4||PL|40-857|Katowice|C|530430044||
|117797|||HYDROSOLAR Sp. z o.o.|Kujawsko-pomorskie|||PL|85-040|Bydgoszcz|C|||
|117799|||Vapol Sp. z o.o.|al.Krakowska 106|||PL|05-090|Sękocin Stary|C|||
|117800|||Przedsiębiorstwo Produkcyjno Handlo|RONIN Sp. z o.o.|ul.Osieczany 269/1D||PL|32-400|Myślenice|C|||
|117801|||PRO-KLIMA||ul. Zwycięska 14e 5||PL|53-033|Wrocław|C|713617771||
|117802|||Exalo Drilling S.A.||ul. Naftowa 3a||PL|65-705|Zielona Góra|C|68-329-55-06||
|117803|||Przedsiębiorstwo Robót Montażowo-In|Promontin Sp. z o.o.|ul. Warszawska 312||PL|25-414|Kielce|C|530-139-803||
|117804|||AB Industry S.A.||ul.Wojska Polskiego 7||PL|05-850|Macierzysz|C|797307119||
|117805|||Porr SA||ul.Hołubcowa 123||PL|02-854|Warszawa|C|515113276||
|117806|||Zakład Gospodarki Komunalnej|w Łochowie|ul.Myśliwska 4||PL|07-130|Łochów|C|||
|117808|||Przedsiębiorstwo AGAT S.A.||ul.Paderewskiego 1||PL|95-040|Koluszki|C|||
|117809|||Przedsiebiorstwo Obsługi Inwestycji|SAN-SYSTEM Karol Brodowski|ul.Mazurska 30A||PL|19-400|Olecko|C|||
|117810|||TEXO ENGINEERING|SP. Z O.O.|ul.Wiertnicza 34||PL|02-952|Warszawa|C|||
|117812|||EUROKLIMAT||||PL|62-002||C|||
|117813|||EKO INSBUD sp. z o.o.||Bonin 12||PL|76-009|Bonin|C|||
|117814|||CG Construction Group Sp. z o.o.||ul. Olszewskiego 21||PL|25-663|Kielce|C|508379702||
|117815|||PRE El-Montex||ul. Bór 147||PL|42-200|Częstochowa|C|600778113||
|117816|||Tecinstal Sp. z o.o.||ul. Francuska 70||PL|40-028|Katowice|C|322013760||
|117817|||NAFIBUD S.A.|ul.T. Kościuszki 10 lok.7|||PL|17-100|Bielsk Podlaski|C|||
|117818|||DG Corp s.c. G.Zieliński D.Białek||ul. Metalowców 9||PL|54-156|Wrocław|C|603178959||
|117819|||INGLOBUD Sp. z o.o.||ul.Fabryczna 7||PL|39-200|Dębica|C|||
|117820|||EKOMART T.B.I. Sp. z o.o.||Heleny Modrzejewskiej 2A||PL|92-620|ŁÓDŹ|C|||
|117821|||PRZEMBUD Gdańsk S.A.||Litewska 15||PL|80-719|Gdańsk|C|||
|117822|||DELTA SA||Dzielna 21/47||PL|01-029||C|||
|117823|||Zakład Instalacji Sanitarnych|i Budownictwa Ogólnego Sp. z o.o.|ul.Słowackiego 81||PL|32-400|Myślenice|C|||
|117825|||Usługi komunalno-transportowe AMAR|Mariusz Rudnik Lichnowy|ul.Zaciszna 2||PL|89-620|Chojnice|C|||
|117826|||"Centrum narzędzi ""Kneblewski"""||ul.Grottgera 17d||PL|76-200|Słupsk|C|||
|117828|||Pro Ascobloc Sp. z o.o.||ul. Szarych Szeregów 22||PL|56-500|Syców|C|609552300||
|117829|||TETA SYSTEM Spółka z o.o.||ul.ŹRUDLANA 91||PL|26-065|Piekoszów|C|||
|117830|||ELBO Józef Olejko i wspólnicy sp.j.||ul.Lipińskiego 51||PL|38-500|Sanok|C|||
|117831|||Pracownia Projektowo-Kosztorysowa||ul.Wolnego 14||PL|44-200|Rybnik|C|||
|117832|||FAMBUD -Jerzy Pietrzak Sp z o.o.||||PL|96-100|Skierniewice|C|||
|117833|||Kraksprzęt Sp. z o.o.||Lipska 51/91||PL|30-721|Kraków|C|||
|117834|||VERA ARTIS Sp. z o.o.||ul. Tarninowa 31||PL|20-781|Lublin|C|791-130-709||
|117835|||Tesan||Armii Krajowej 28||PL|72-200|Nowogard|C|||
|117836|||Firma Budowlana Sikora||ul.OS.Niwa 103a||PL|34-400|Nowy Trag|C|||
|117837|||PBUH Terbud Marian Droździel||Biała 31||PL|78-421|Drzonowo|C|||
|117838|||EKOTEXBUD 2 Sp. z o.o.||ul. Cegielniana 61||PL|43-300|Bielsko Biała|C|||
|117839|||EKOKANWOD Czyszczoń i Półtorak sp.j||ul. Farna 6||PL|28-136|Nowy Korczyn|C|502483842||
|117840|||EUROAQUA Sp. z o.o.||Bobrownicka 13a, 61-306||PL|61-306|Poznań|C|||
|117841|||ZWK Józef Siekierski||Planowa 11||PL|96-500|Sochaczew|C|||
|117842|||MKL BAU Sp. z o.o.|ul. Nowy Świat 1/61|||PL|08-110|Siedlce|C|257405528||
|117843|||Firma KAPICA Sp.z o.o.||ul.Podlesie 23||PL|43-220|Międzyrzecze|C|||
|117844|||Zakład Instalacyjno-Budowlany|Eugeniusz Zalewski|ul.Gałczynskiego 45||PL|21-400|Łuków|C|0257971077||
|117845|||"Przedsiębiorstwo ""ARMAKON"" Sp. z||ul.M.Dąbrowskiej 6||PL|62-500|Konin|C|||
|117846|||Grupa AZOTY S.A.||ul.Kwiatkowskiego 8||PL|33-101|Tarnów|C|||
|117848|||"Firma ""ABS-Ochrona Środowiska""Sp||ul.Wierzbowa 14||PL|40-169|Katowice|C|||
|117849|||Mar Agency||ul. Nefrytowa 46||PL|91-360|Łódź|C|||
|117850|||Firma Politechniczna Sensor Jenin||ul. Gwiaździsta 9||PL|66-450|Bogdaniec|C|||
|117851|||Przedsiębiorstwo Wielobranżowe|TOR'' Sp. z o.o.|Kopaliny 50||PL|32-720|Nowy Wiśnicz|C|||
|117852|||Aqua Limes||ul.Sportowa 2||PL|64-320|Buk|C|||
|117853|||Zakład Inżynierii Sanitarnej Dorota||al. L.Różyckiego 1C||PL|51-608|Wrocław|C|713479145||
|117854|||Elektromontaż Wschód sp. z o.o||Łyski 1a||PL|16-070|Choroszcz|C|+48 85 717 17 17||
|117855|||Mensalota Sp. z o.o||ul.Zawiła 45||PL|30-442|Kraków|C|+48 12 352 38 53||
|117856|||Jadran Piotr Słowik||Bursztynowa 23/6||PL|20-576|Lublin|C|||
|117857|||Budownictwo Wodno-Inżynieryjne i Dr||ul. Bielska 36||PL|43-200|Pszczyna|C|||
|117858|||BOMIKS||ul. 1 Maja 68||PL|32-340|Wolbrom|C|||
|117859|||T.B. Fruit Polska Sp. z o.o S.K.A||ul.Sandomierska 109||PL|27-620|Dwikozy|C|||
|117860|||Biuro Projektów Budownictwa Komunal|we Wrocławiu Sp. z o.o.|ul. Opolska 11-19 lok.||PL|52-010|Wrocław|C|713438558||
|117861|||NAFTOREMONT, NAFTOBUDOWA|Biuro Handlowe, Oddział Naftobudowa|ul.Sikorskiego 17||PL|38-460|Jedlicze|C|||
|117862|||POLINOX||Wola Dębińska 390||PL|32-852|Dębno|C|||
|117863|||Appol Sp. z o.o||Potycz 1||PL|05-530|Góra Kalwaria|C|512356210||
|117864|||GRUPA POLSKIE HURTOWNIE INSTALACYJN|FOX TECHNIKA GRZEWCZA SANITARNA INS|ul.Partyzantów 39||PL|28-100|BUSKO-ZDRÓJ|C|||
|117865|||Elektrokal sp. z o.o||ul.Złota Góra 19||PL|37-550|Radymno|C|798663456||
|117866|||BAKABI||ul.Tatrzańska 104||PL|25-564|Kielce|C|||
|117867|||BENETECH||||PL|05-300|Arynów 39|C|501029955||
|117868|||WIKONT Sp. z o.o.||ul. Armii Krajowej 4||PL|63-900|Rawicz|C|665556483||
|117869|||Zakład Usług Projektowych i Wykonaw|PROINSBUD'' S.C|ul.Krumłowskiego 6||PL|30-382|Kraków|C|||
|117870|||Przed.Handlowo-Techniczne Sprzętu P|i Ochronnego SUPON|ul.Przestrzenna 6||PL|70-800|Szczecin|C|||
|117871|||Insbud Adam Ślipek||ul.Rajdowa 16/52||PL|94-003|Łódź|C|(42)6400181||
